calender_id,listing_id,date,available,price,adjusted_price,minimum_nights,maximum_nights
1,40334325,2022-08-03 00:00:00.000000,0,56,56,3,5
2,22742449,2022-11-13 00:00:00.000000,1,95,95,2,99
3,34621717,2022-04-17 00:00:00.000000,0,75,75,2,1125
4,38281744,2022-01-31 00:00:00.000000,1,150,150,1,1000
5,18835003,2022-05-21 00:00:00.000000,0,100,100,2,1125
6,27777408,2022-07-05 00:00:00.000000,0,22,22,1,1125
7,4502646,2022-08-03 00:00:00.000000,1,75,75,1,1125
8,36963744,2022-11-30 00:00:00.000000,0,1000,1000,1,999
9,32784417,2022-11-21 00:00:00.000000,0,75,75,2,1125
10,31198633,2022-01-21 00:00:00.000000,0,65,65,1,14
11,43692011,2022-03-02 00:00:00.000000,1,54,54,2,1125
12,31130575,2022-09-04 00:00:00.000000,1,240,240,2,1125
13,13372879,2022-10-21 00:00:00.000000,0,69,69,2,14
14,48126265,2022-05-20 00:00:00.000000,1,60,60,1,1
15,32311829,2022-10-12 00:00:00.000000,1,75,75,1,14
16,33129809,2022-05-07 00:00:00.000000,0,49,49,1,10
17,41703665,2022-11-02 00:00:00.000000,0,200,200,7,1125
18,46791742,2022-04-24 00:00:00.000000,0,95,92,1,999
19,27132678,2022-02-23 00:00:00.000000,1,70,70,1,1125
20,38080630,2022-09-12 00:00:00.000000,1,59,59,1,13
21,31055825,2022-02-03 00:00:00.000000,1,90,90,2,5
22,31682997,2022-02-06 00:00:00.000000,1,45,45,3,1125
23,52753471,2022-02-04 00:00:00.000000,1,110,110,13,90
24,48193498,2022-04-28 00:00:00.000000,0,300,300,4,365
25,28839558,2022-06-22 00:00:00.000000,0,78,78,2,14
26,27479453,2022-09-18 00:00:00.000000,0,250,250,2,1125
27,37774768,2022-07-20 00:00:00.000000,1,125,125,1,1125
28,31015562,2022-09-18 00:00:00.000000,0,45,45,2,1125
29,22962721,2022-01-30 00:00:00.000000,1,69,69,3,1125
30,51957123,2022-01-16 00:00:00.000000,1,79,79,2,1125
31,41641939,2022-06-14 00:00:00.000000,0,100,100,3,1125
32,41130318,2022-04-08 00:00:00.000000,1,129,129,1,13
33,4303323,2022-09-25 00:00:00.000000,0,135,135,2,1125
34,49717768,2022-10-09 00:00:00.000000,1,60,60,7,1125
35,48416471,2022-11-23 00:00:00.000000,1,59,59,1,13
36,9193370,2022-11-11 00:00:00.000000,1,80,80,2,1125
37,32627204,2022-09-30 00:00:00.000000,0,55,55,2,1125
38,42194629,2022-05-07 00:00:00.000000,0,89,89,2,1125
39,39746037,2022-01-18 00:00:00.000000,0,45,45,2,14
40,32467666,2022-06-02 00:00:00.000000,1,110,110,3,1125
41,42032279,2022-09-14 00:00:00.000000,1,48,48,1,1125
42,50206275,2022-09-28 00:00:00.000000,0,150,150,1,365
43,40985461,2022-02-03 00:00:00.000000,1,58,58,1,1125
44,13640722,2022-05-03 00:00:00.000000,1,105,105,1,1125
45,47825291,2022-01-31 00:00:00.000000,0,35,35,4,1125
46,32827570,2022-09-07 00:00:00.000000,0,69,69,2,1125
47,53061962,2022-12-15 00:00:00.000000,1,33,33,1,365
48,4980368,2022-10-09 00:00:00.000000,0,79,79,7,1125
49,9911713,2022-06-19 00:00:00.000000,1,38,38,1,1125
50,15520735,2022-12-16 00:00:00.000000,0,80,80,1,1125
51,4178600,2021-12-29 00:00:00.000000,0,65,65,2,5
52,7892353,2022-07-15 00:00:00.000000,1,110,110,5,1125
53,8366368,2021-12-27 00:00:00.000000,0,38,38,1,1125
54,36660088,2022-01-06 00:00:00.000000,0,95,95,2,30
55,46810177,2022-08-09 00:00:00.000000,0,650,650,30,1125
56,52683142,2022-10-23 00:00:00.000000,1,59,59,1,4
57,52664057,2022-11-20 00:00:00.000000,1,255,255,1,1125
58,13249852,2022-01-08 00:00:00.000000,0,800,800,5,60
59,19723966,2022-07-29 00:00:00.000000,0,200,200,1,1125
60,36904085,2022-03-02 00:00:00.000000,0,164,164,1,1125
61,28772811,2022-02-20 00:00:00.000000,0,100,100,2,1125
62,42787047,2022-08-12 00:00:00.000000,0,72,72,5,1125
63,34294000,2022-10-29 00:00:00.000000,0,60,60,2,1125
64,36195542,2022-05-31 00:00:00.000000,1,45,45,2,1125
65,2602613,2021-12-30 00:00:00.000000,0,65,65,2,1125
66,21750298,2022-07-24 00:00:00.000000,1,35,35,1,30
67,31200155,2022-02-09 00:00:00.000000,1,89,89,2,1125
68,39385527,2022-12-09 00:00:00.000000,0,59,59,1,1125
69,10582792,2021-12-26 00:00:00.000000,0,220,220,5,1125
70,12238423,2022-12-21 00:00:00.000000,1,71,71,2,1125
71,32371479,2022-07-27 00:00:00.000000,1,89,89,14,1125
72,49465982,2022-09-23 00:00:00.000000,1,67,67,10,1125
73,17756295,2022-09-27 00:00:00.000000,1,105,105,2,1125
74,24596945,2022-09-23 00:00:00.000000,0,63,63,1,1125
75,5233718,2022-08-06 00:00:00.000000,0,85,85,2,365
76,29974854,2022-06-11 00:00:00.000000,0,650,650,30,1125
77,7365174,2022-06-14 00:00:00.000000,0,38,38,1,1125
78,11055119,2022-01-29 00:00:00.000000,1,120,120,1,1125
79,42579650,2022-11-07 00:00:00.000000,1,59,59,1,13
80,51554180,2022-10-27 00:00:00.000000,0,47,47,120,1125
81,50356868,2022-12-25 00:00:00.000000,1,119,119,2,1125
82,31847853,2022-03-14 00:00:00.000000,1,190,190,2,15
83,49666839,2022-08-17 00:00:00.000000,0,80,80,10,365
84,20263685,2022-10-30 00:00:00.000000,1,64,64,2,1125
85,26193437,2022-05-18 00:00:00.000000,0,90,90,2,30
86,8769507,2022-01-29 00:00:00.000000,0,98,98,2,1125
87,36963744,2022-06-11 00:00:00.000000,0,235,235,1,999
88,7298474,2022-10-16 00:00:00.000000,1,59,59,2,1125
89,52403714,2022-12-19 00:00:00.000000,1,85,85,1,30
90,41045326,2022-10-11 00:00:00.000000,1,90,90,2,1125
91,44131326,2022-08-14 00:00:00.000000,1,124,124,1,1125
92,639013,2022-10-29 00:00:00.000000,0,85,85,2,4
93,46211525,2022-08-04 00:00:00.000000,0,55,55,7,90
94,32683116,2022-04-25 00:00:00.000000,0,40,40,2,1125
95,21831718,2022-01-31 00:00:00.000000,0,130,130,2,1125
96,50287634,2022-12-09 00:00:00.000000,0,80,80,5,1125
97,51191928,2022-04-03 00:00:00.000000,1,100,100,365,365
98,32312156,2022-01-14 00:00:00.000000,1,75,75,2,14
99,44989043,2022-10-31 00:00:00.000000,0,54,54,2,1125
100,50287634,2022-12-06 00:00:00.000000,0,80,80,5,1125
101,52016935,2022-05-13 00:00:00.000000,1,325,325,1,1125
102,43877035,2022-07-05 00:00:00.000000,0,129,129,1,1125
103,52315597,2022-07-21 00:00:00.000000,1,149,149,1,10
104,33196669,2022-07-17 00:00:00.000000,1,125,125,4,1125
105,47987148,2022-03-05 00:00:00.000000,0,75,75,5,365
106,49471069,2022-05-24 00:00:00.000000,0,30,30,7,1125
107,49268667,2022-04-18 00:00:00.000000,0,35,35,1,365
108,1670128,2022-08-29 00:00:00.000000,0,49,49,14,1125
109,45780430,2022-11-24 00:00:00.000000,1,85,85,2,1125
110,41141756,2022-07-13 00:00:00.000000,1,64,64,1,13
111,23755415,2022-01-20 00:00:00.000000,0,59,59,1,1125
112,24263418,2022-08-11 00:00:00.000000,1,100,100,20,50
113,53579997,2022-02-10 00:00:00.000000,1,70,70,14,1125
114,5096851,2022-06-04 00:00:00.000000,1,75,75,1,7
115,31130575,2021-12-28 00:00:00.000000,0,240,240,2,1125
116,20263685,2022-06-19 00:00:00.000000,1,64,64,2,1125
117,51554180,2022-01-15 00:00:00.000000,0,47,47,120,1125
118,38202647,2022-01-16 00:00:00.000000,0,45,45,4,1125
119,38975201,2022-03-18 00:00:00.000000,1,55,55,4,1125
120,8038470,2022-06-11 00:00:00.000000,1,170,170,1,1125
121,45825971,2022-12-04 00:00:00.000000,0,19,19,1,1125
122,13670107,2022-04-29 00:00:00.000000,0,43,43,5,1125
123,50897474,2022-12-12 00:00:00.000000,0,120,120,1,1125
124,47368471,2022-12-09 00:00:00.000000,0,75,75,2,1125
125,51811514,2022-02-07 00:00:00.000000,1,120,120,2,1125
126,10429341,2022-11-24 00:00:00.000000,1,48,48,3,1125
127,27755042,2022-12-20 00:00:00.000000,0,49,49,1,1125
128,44398216,2022-04-27 00:00:00.000000,0,40,40,1,1125
129,45477131,2022-02-08 00:00:00.000000,0,75,75,2,1125
130,30975341,2022-04-10 00:00:00.000000,1,99,99,10,1125
131,53916361,2022-07-24 00:00:00.000000,0,39,39,1,365
132,33130061,2022-07-09 00:00:00.000000,0,49,49,1,7
133,38836444,2022-06-24 00:00:00.000000,0,45,45,1,1125
134,26330337,2022-12-18 00:00:00.000000,1,50,50,14,1125
135,31328149,2022-11-03 00:00:00.000000,1,50,50,1,7
136,52016935,2022-02-24 00:00:00.000000,1,260,260,1,1125
137,8469104,2022-08-17 00:00:00.000000,1,95,95,1,1125
138,48389543,2022-01-01 00:00:00.000000,0,99,99,1,13
139,16424246,2022-04-26 00:00:00.000000,0,46,46,29,1125
140,40390493,2022-07-02 00:00:00.000000,1,69,69,1,1125
141,51904178,2022-12-05 00:00:00.000000,1,25,25,61,1125
142,27588529,2022-12-11 00:00:00.000000,0,82,82,2,90
143,45857750,2022-06-04 00:00:00.000000,1,85,85,2,1125
144,50530957,2022-06-21 00:00:00.000000,0,59,59,2,365
145,41045326,2022-06-29 00:00:00.000000,1,90,90,2,1125
146,46006803,2022-08-25 00:00:00.000000,1,75,75,2,1125
147,5789730,2022-05-13 00:00:00.000000,1,79,79,7,1125
148,53209044,2022-04-01 00:00:00.000000,1,67,67,20,1125
149,48818312,2022-06-20 00:00:00.000000,1,77,77,7,1125
150,39572996,2022-04-22 00:00:00.000000,1,217,217,1,1125
151,11052512,2022-09-28 00:00:00.000000,1,199,199,2,1125
152,39664757,2022-01-27 00:00:00.000000,1,58,58,2,5
153,26193437,2022-06-13 00:00:00.000000,0,90,90,2,30
154,41207350,2021-12-26 00:00:00.000000,0,95,95,2,1125
155,32894079,2022-10-21 00:00:00.000000,0,123,123,2,1125
156,50511966,2022-01-03 00:00:00.000000,0,62,62,29,90
157,52016935,2022-03-21 00:00:00.000000,1,210,210,1,1125
158,33005812,2022-05-17 00:00:00.000000,1,92,92,1,1125
159,26774974,2022-12-04 00:00:00.000000,0,85,85,7,1125
160,224333,2022-05-14 00:00:00.000000,1,16,16,14,365
161,52017166,2022-01-10 00:00:00.000000,1,252,252,1,1125
162,38561071,2022-01-03 00:00:00.000000,1,249,249,15,1124
163,11209398,2022-05-17 00:00:00.000000,1,65,65,30,1125
164,39576050,2022-07-21 00:00:00.000000,0,160,160,1,1125
165,32894079,2022-06-07 00:00:00.000000,1,123,123,2,1125
166,53061962,2022-07-25 00:00:00.000000,1,39,39,1,365
167,50760948,2022-12-13 00:00:00.000000,0,80,80,2,10
168,41440889,2022-11-15 00:00:00.000000,0,130,130,6,1125
169,29196408,2022-11-23 00:00:00.000000,0,105,105,1,1125
170,30669652,2022-10-31 00:00:00.000000,0,145,145,2,1125
171,43975047,2022-03-10 00:00:00.000000,1,45,45,2,1125
172,11702316,2022-11-05 00:00:00.000000,0,60,60,2,1125
173,46791742,2022-04-14 00:00:00.000000,0,95,92,1,999
174,636664,2022-12-14 00:00:00.000000,1,100,100,2,365
175,39764990,2022-01-10 00:00:00.000000,0,50,50,4,1125
176,25068907,2022-07-30 00:00:00.000000,0,56,56,2,30
177,31277746,2022-06-08 00:00:00.000000,0,43,43,1,1125
178,21168610,2022-10-02 00:00:00.000000,1,108,108,2,28
179,28693154,2022-05-08 00:00:00.000000,0,65,65,1,1125
180,41129936,2022-04-13 00:00:00.000000,1,49,49,1,21
181,16610326,2021-12-26 00:00:00.000000,0,95,95,2,1125
182,53898152,2022-05-16 00:00:00.000000,1,75,75,2,1125
183,51451001,2022-08-21 00:00:00.000000,0,59,59,1,1125
184,45416364,2022-07-21 00:00:00.000000,0,78,78,30,1125
185,38271062,2022-08-11 00:00:00.000000,0,250,238,2,1125
186,52744629,2022-08-22 00:00:00.000000,1,160,160,1,1125
187,22805099,2022-01-10 00:00:00.000000,0,85,85,1,21
188,31730627,2022-12-21 00:00:00.000000,1,55,55,7,1125
189,45780430,2022-07-02 00:00:00.000000,1,150,150,2,1125
190,29023010,2022-09-20 00:00:00.000000,1,95,95,14,180
191,39482529,2022-07-02 00:00:00.000000,1,134,121,1,99
192,16818256,2022-05-08 00:00:00.000000,1,250,250,7,1125
193,52593265,2022-01-18 00:00:00.000000,1,30,30,1,11
194,36099404,2022-01-17 00:00:00.000000,0,49,49,1,21
195,33537491,2022-04-09 00:00:00.000000,0,72,72,2,1125
196,49945590,2022-07-25 00:00:00.000000,1,72,72,2,365
197,11594953,2022-06-18 00:00:00.000000,1,100,100,1,1125
198,35968415,2022-03-22 00:00:00.000000,1,49,49,1,13
199,50430621,2022-05-05 00:00:00.000000,0,65,65,2,365
200,11052512,2022-11-22 00:00:00.000000,1,199,199,2,1125
201,27951988,2022-02-25 00:00:00.000000,1,210,210,2,30
202,32371479,2022-06-02 00:00:00.000000,1,89,89,14,1125
203,11594953,2022-12-17 00:00:00.000000,0,100,100,1,1125
204,41703665,2022-05-15 00:00:00.000000,0,200,200,7,1125
205,40800004,2022-07-27 00:00:00.000000,1,99,99,1,13
206,46809416,2022-10-27 00:00:00.000000,0,630,630,30,1125
207,38281107,2022-02-17 00:00:00.000000,1,180,180,1,1000
208,44259047,2022-10-26 00:00:00.000000,0,59,59,2,7
209,40628318,2022-12-11 00:00:00.000000,0,54,54,2,1125
210,53474059,2022-10-14 00:00:00.000000,1,129,129,1,10
211,41005129,2022-09-04 00:00:00.000000,0,88,88,2,1125
212,44992296,2022-05-15 00:00:00.000000,0,91,91,1,1125
213,52664057,2022-05-12 00:00:00.000000,1,215,215,1,1125
214,22585207,2022-08-12 00:00:00.000000,0,100,100,2,1125
215,47445558,2022-11-26 00:00:00.000000,0,43,43,1,1125
216,51697019,2022-04-24 00:00:00.000000,0,58,58,1,7
217,16612557,2022-08-09 00:00:00.000000,0,85,85,3,1125
218,22585207,2022-06-14 00:00:00.000000,0,100,100,2,1125
219,33005836,2022-05-22 00:00:00.000000,1,97,97,1,1125
220,16107337,2022-09-04 00:00:00.000000,0,60,60,1,1125
221,13306153,2022-06-07 00:00:00.000000,1,50,50,1,1125
222,33714695,2022-07-30 00:00:00.000000,0,24,24,3,100
223,52749383,2022-06-10 00:00:00.000000,1,129,129,1,10
224,52938535,2022-01-31 00:00:00.000000,1,150,150,1,365
225,43755088,2022-04-14 00:00:00.000000,1,150,135,1,1125
226,33196669,2022-08-21 00:00:00.000000,1,125,125,4,1125
227,51861612,2022-01-25 00:00:00.000000,1,49,49,1,6
228,42263835,2022-11-23 00:00:00.000000,0,39,39,1,1125
229,40438979,2022-08-25 00:00:00.000000,1,114,114,1,14
230,14060986,2022-06-27 00:00:00.000000,1,49,49,1,93
231,51504519,2022-10-01 00:00:00.000000,1,275,275,1,1125
232,33216722,2022-12-22 00:00:00.000000,0,60,60,2,1125
233,51504201,2022-05-02 00:00:00.000000,1,275,275,1,1125
234,31130575,2022-06-02 00:00:00.000000,0,240,240,2,1125
235,42199580,2022-09-28 00:00:00.000000,0,60,60,1,1125
236,36433061,2022-06-29 00:00:00.000000,0,35,35,2,30
237,36444570,2022-02-24 00:00:00.000000,1,31,31,2,1125
238,45858253,2022-04-22 00:00:00.000000,1,90,90,2,1125
239,48416238,2022-12-19 00:00:00.000000,1,59,59,1,13
240,51544617,2022-03-31 00:00:00.000000,1,60,60,1,365
241,12838033,2022-12-14 00:00:00.000000,0,169,169,2,1125
242,51301335,2022-08-22 00:00:00.000000,1,64,64,1,1125
243,45416364,2022-08-09 00:00:00.000000,0,78,78,30,1125
244,42805423,2022-12-12 00:00:00.000000,0,128,128,1,1125
245,16167667,2022-03-10 00:00:00.000000,1,80,80,2,100
246,40079702,2022-06-01 00:00:00.000000,1,49,49,1,1125
247,22651108,2022-12-05 00:00:00.000000,0,95,95,1,31
248,34706153,2022-01-28 00:00:00.000000,1,205,205,2,30
249,42430344,2022-01-28 00:00:00.000000,0,52,52,2,1125
250,53093041,2022-08-21 00:00:00.000000,1,55,55,1,1125
251,45284437,2022-04-04 00:00:00.000000,1,79,79,30,1125
252,48176412,2022-08-10 00:00:00.000000,0,81,81,2,1125
253,8965535,2022-03-20 00:00:00.000000,0,69,69,5,1125
254,50114655,2022-08-12 00:00:00.000000,0,81,81,2,90
255,40365085,2022-08-12 00:00:00.000000,1,800,800,1,365
256,30669652,2022-11-01 00:00:00.000000,0,145,145,2,1125
257,50971581,2022-05-25 00:00:00.000000,0,120,120,7,365
258,43866735,2022-04-29 00:00:00.000000,0,100,100,2,7
259,42325792,2022-12-12 00:00:00.000000,0,65,65,2,1125
260,40411035,2022-07-10 00:00:00.000000,1,64,64,1,13
261,50701340,2022-05-19 00:00:00.000000,1,250,250,5,1125
262,4703827,2022-09-18 00:00:00.000000,1,29,29,1,1125
263,48522200,2022-02-13 00:00:00.000000,0,54,54,14,1125
264,9299137,2022-04-19 00:00:00.000000,1,109,109,1,1125
265,8772155,2022-12-15 00:00:00.000000,1,140,140,3,1125
266,47130841,2022-11-03 00:00:00.000000,1,50,50,30,1125
267,51170532,2022-03-04 00:00:00.000000,1,129,129,1,1125
268,50988659,2022-02-05 00:00:00.000000,1,120,120,5,1125
269,8877884,2022-08-01 00:00:00.000000,1,92,92,2,150
270,53802490,2022-03-08 00:00:00.000000,1,100,100,1,999
271,20406122,2022-08-07 00:00:00.000000,0,42,42,2,1125
272,45618806,2022-02-21 00:00:00.000000,1,80,80,2,1125
273,50026073,2022-07-25 00:00:00.000000,1,90,90,1,200
274,49174407,2022-10-14 00:00:00.000000,1,190,190,2,1125
275,52683920,2022-12-22 00:00:00.000000,1,79,79,1,10
276,43857463,2022-07-23 00:00:00.000000,0,95,95,2,1125
277,48913172,2022-06-13 00:00:00.000000,0,119,119,40,1125
278,51290514,2022-10-16 00:00:00.000000,1,54,54,5,1125
279,53357203,2022-06-13 00:00:00.000000,1,650,618,1,1125
280,15657753,2022-12-17 00:00:00.000000,1,101,101,2,1125
281,51900026,2022-01-31 00:00:00.000000,1,300,300,4,365
282,11898838,2022-12-22 00:00:00.000000,1,115,115,2,1123
283,13427359,2022-09-14 00:00:00.000000,0,200,200,2,1125
284,41145383,2022-09-19 00:00:00.000000,1,59,59,1,13
285,52853122,2022-02-27 00:00:00.000000,1,175,175,7,28
286,51552571,2022-08-04 00:00:00.000000,1,120,120,3,1125
287,52663535,2022-07-02 00:00:00.000000,1,79,79,2,1125
288,47899338,2022-07-21 00:00:00.000000,0,165,165,1,999
289,37090123,2022-08-29 00:00:00.000000,1,64,64,1,13
290,25610607,2022-06-14 00:00:00.000000,0,120,120,1,1125
291,16612557,2022-07-09 00:00:00.000000,0,85,85,3,1125
292,39174512,2022-05-28 00:00:00.000000,0,224,224,1,1125
293,44171976,2022-07-03 00:00:00.000000,1,135,135,1,1125
294,53819793,2022-11-07 00:00:00.000000,1,280,280,1,999
295,43662809,2022-06-29 00:00:00.000000,1,90,90,2,1125
296,38836444,2022-10-09 00:00:00.000000,0,45,45,1,1125
297,36099404,2022-12-09 00:00:00.000000,1,129,129,1,21
298,13670107,2022-02-23 00:00:00.000000,0,43,43,5,1125
299,48193498,2022-02-13 00:00:00.000000,1,300,300,4,365
300,42619796,2021-12-26 00:00:00.000000,0,67,67,2,14
301,35052955,2022-07-27 00:00:00.000000,0,60,60,1,1125
302,43877093,2022-04-01 00:00:00.000000,1,135,135,1,1125
303,25152004,2022-09-17 00:00:00.000000,1,85,85,1,101
304,14798944,2022-03-08 00:00:00.000000,1,64,64,2,1125
305,27755042,2022-10-30 00:00:00.000000,0,51,51,1,1125
306,50305711,2022-10-20 00:00:00.000000,1,212,212,1,1125
307,29196408,2022-06-18 00:00:00.000000,0,120,120,1,1125
308,31260795,2022-09-15 00:00:00.000000,1,111,111,6,1125
309,52314420,2022-01-20 00:00:00.000000,1,49,49,1,10
310,52766665,2022-03-12 00:00:00.000000,0,90,90,1,365
311,5574536,2021-12-29 00:00:00.000000,0,85,85,2,1125
312,17835464,2022-05-10 00:00:00.000000,0,59,59,2,730
313,39401215,2022-06-19 00:00:00.000000,1,200,200,1,1125
314,41129936,2022-09-28 00:00:00.000000,1,59,59,1,21
315,9403972,2022-12-14 00:00:00.000000,1,53,53,2,1125
316,31811997,2022-11-06 00:00:00.000000,0,100,100,2,31
317,40885238,2022-12-18 00:00:00.000000,1,85,81,2,1125
318,32827570,2022-12-19 00:00:00.000000,0,69,69,2,1125
319,27490882,2022-03-29 00:00:00.000000,1,79,79,3,200
320,45530051,2022-06-16 00:00:00.000000,1,27,27,1,1125
321,35063134,2022-06-24 00:00:00.000000,0,59,59,30,210
322,18186103,2022-10-25 00:00:00.000000,0,100,100,2,30
323,52169472,2022-05-16 00:00:00.000000,0,65,65,3,30
324,47987148,2022-11-08 00:00:00.000000,0,75,75,5,365
325,53495724,2022-07-05 00:00:00.000000,1,180,180,3,365
326,49474594,2022-02-10 00:00:00.000000,1,55,55,13,100
327,20180851,2022-06-07 00:00:00.000000,0,53,53,1,28
328,17115288,2022-12-14 00:00:00.000000,1,150,150,2,1125
329,49945590,2022-09-25 00:00:00.000000,1,72,72,2,365
330,8766126,2022-06-30 00:00:00.000000,0,60,60,1,1125
331,27851653,2022-04-03 00:00:00.000000,1,140,140,2,1125
332,45780430,2022-03-25 00:00:00.000000,1,150,150,2,1125
333,28381974,2022-11-24 00:00:00.000000,0,40,40,4,1125
334,47898287,2022-02-25 00:00:00.000000,1,102,102,1,999
335,32683116,2022-03-26 00:00:00.000000,0,40,40,2,1125
336,36086423,2022-08-10 00:00:00.000000,0,139,139,2,1000
337,52747901,2022-09-15 00:00:00.000000,0,50,50,2,62
338,7262234,2022-11-01 00:00:00.000000,1,50,50,7,1125
339,38086166,2022-11-13 00:00:00.000000,0,99,99,7,31
340,49465982,2022-07-20 00:00:00.000000,1,69,69,10,1125
341,31055825,2021-12-31 00:00:00.000000,0,90,90,2,5
342,22097777,2022-04-11 00:00:00.000000,1,59,59,2,1125
343,51280338,2022-12-22 00:00:00.000000,0,36,36,1,365
344,16835869,2022-11-13 00:00:00.000000,1,69,69,3,180
345,47367107,2022-05-08 00:00:00.000000,0,60,60,30,200
346,50132595,2022-01-25 00:00:00.000000,1,300,300,3,1125
347,40499255,2022-06-20 00:00:00.000000,0,90,90,4,1125
348,19341633,2022-07-28 00:00:00.000000,0,95,95,1,1125
349,11288058,2022-02-07 00:00:00.000000,1,94,94,2,1125
350,35996665,2022-02-08 00:00:00.000000,1,49,49,1,13
351,46098138,2022-05-26 00:00:00.000000,0,54,54,5,1125
352,36267001,2022-07-24 00:00:00.000000,0,60,60,15,180
353,15878210,2022-05-20 00:00:00.000000,0,60,60,2,1000
354,1427505,2022-03-02 00:00:00.000000,0,85,85,10,600
355,33059681,2022-02-20 00:00:00.000000,1,110,110,1,1125
356,53495724,2022-08-09 00:00:00.000000,1,180,180,3,365
357,35361130,2022-03-22 00:00:00.000000,0,139,139,1,30
358,5040147,2022-09-09 00:00:00.000000,0,93,93,7,1125
359,16228171,2022-02-18 00:00:00.000000,0,100,100,30,1125
360,35061198,2022-01-21 00:00:00.000000,1,300,300,2,1125
361,31324569,2022-08-06 00:00:00.000000,0,80,80,2,120
362,40915413,2022-08-22 00:00:00.000000,0,150,150,1,1125
363,34309044,2022-02-09 00:00:00.000000,1,70,70,1,1125
364,33196669,2022-10-07 00:00:00.000000,1,100,100,4,1125
365,12839266,2022-07-08 00:00:00.000000,0,179,179,2,32
366,31512469,2022-11-29 00:00:00.000000,0,45,45,2,1125
367,52314158,2022-05-06 00:00:00.000000,1,160,160,1,10
368,31681385,2022-11-07 00:00:00.000000,0,75,75,2,1125
369,38420633,2022-11-12 00:00:00.000000,0,65,65,1,1125
370,52313604,2022-08-10 00:00:00.000000,1,64,64,1,10
371,42308673,2022-09-28 00:00:00.000000,0,75,75,2,1125
372,9582616,2022-04-13 00:00:00.000000,0,72,72,2,365
373,19861514,2022-10-05 00:00:00.000000,0,50,50,2,1125
374,45825971,2022-11-29 00:00:00.000000,0,19,19,1,1125
375,50701340,2022-10-12 00:00:00.000000,0,250,250,5,1125
376,51794088,2022-05-03 00:00:00.000000,0,78,78,6,60
377,44565286,2022-07-05 00:00:00.000000,0,160,155,1,999
378,41148164,2022-01-19 00:00:00.000000,1,49,49,1,13
379,6833081,2022-04-20 00:00:00.000000,0,50,50,5,1125
380,12215914,2022-12-20 00:00:00.000000,0,60,60,2,1125
381,51161256,2022-06-01 00:00:00.000000,1,145,145,7,365
382,48817644,2022-01-04 00:00:00.000000,0,68,68,1,1125
383,53061962,2022-05-28 00:00:00.000000,1,39,39,1,365
384,50227786,2022-08-22 00:00:00.000000,0,55,55,5,365
385,17010887,2022-05-31 00:00:00.000000,1,60,60,4,1125
386,17756295,2022-08-11 00:00:00.000000,1,225,225,3,1125
387,49268667,2022-07-24 00:00:00.000000,0,35,35,1,365
388,35507561,2022-01-24 00:00:00.000000,0,200,200,2,1125
389,30319385,2021-12-31 00:00:00.000000,0,700,700,2,365
390,45857689,2022-08-02 00:00:00.000000,0,75,75,2,1125
391,8587634,2022-09-13 00:00:00.000000,0,45,45,3,1125
392,27951988,2022-04-03 00:00:00.000000,1,135,135,2,30
393,39348629,2022-11-13 00:00:00.000000,1,59,59,1,13
394,26774974,2022-02-14 00:00:00.000000,1,85,85,7,1125
395,50904,2022-06-23 00:00:00.000000,1,165,157,1,60
396,42787047,2022-05-20 00:00:00.000000,0,72,72,5,1125
397,53819769,2022-09-02 00:00:00.000000,1,280,280,1,999
398,15715672,2022-03-08 00:00:00.000000,1,59,59,2,300
399,813969,2022-08-30 00:00:00.000000,1,205,205,1,1125
400,41094334,2022-07-18 00:00:00.000000,1,99,99,1,13
401,50287634,2022-11-15 00:00:00.000000,0,80,80,5,1125
402,11004345,2022-12-01 00:00:00.000000,1,79,79,30,1125
403,15853340,2022-05-25 00:00:00.000000,1,39,39,1,7
404,37475845,2022-02-12 00:00:00.000000,1,50,50,1,30
405,39401215,2022-11-07 00:00:00.000000,1,85,85,1,1125
406,35419492,2022-02-15 00:00:00.000000,1,85,85,1,30
407,51159023,2022-05-13 00:00:00.000000,1,100,100,1,1125
408,53071848,2022-09-15 00:00:00.000000,1,70,70,1,365
409,40652467,2022-06-17 00:00:00.000000,0,3200,3200,4,1125
410,45873311,2022-10-13 00:00:00.000000,0,68,68,2,1125
411,27567212,2022-07-19 00:00:00.000000,0,69,69,60,110
412,6545997,2022-02-12 00:00:00.000000,0,69,69,1,4
413,29250575,2022-07-06 00:00:00.000000,1,100,100,28,1125
414,52645856,2022-01-23 00:00:00.000000,1,75,75,7,1125
415,24596945,2022-08-05 00:00:00.000000,0,63,63,1,1125
416,42973949,2022-04-11 00:00:00.000000,0,115,115,2,1125
417,52749771,2022-11-30 00:00:00.000000,1,59,59,1,4
418,35297542,2022-01-02 00:00:00.000000,0,95,95,2,1125
419,43866735,2022-09-28 00:00:00.000000,1,97,97,2,7
420,49895621,2022-10-10 00:00:00.000000,1,116,116,1,999
421,48261827,2022-06-13 00:00:00.000000,0,160,160,7,90
422,49763395,2022-03-18 00:00:00.000000,1,55,55,1,1125
423,41126457,2022-02-10 00:00:00.000000,1,49,49,1,13
424,49471069,2022-11-06 00:00:00.000000,1,30,30,7,1125
425,36029902,2022-08-27 00:00:00.000000,1,200,180,1,1125
426,49743710,2022-10-05 00:00:00.000000,1,59,59,1,21
427,13027951,2022-01-13 00:00:00.000000,0,100,100,1,1125
