calender_id,listing_id,date,available,price,adjusted_price,minimum_nights,maximum_nights
35016,23755415,2022-01-15 00:00:00.000000,1,59,59,1,1125
35017,7027563,2022-10-22 00:00:00.000000,1,75,75,2,1125
35018,50538982,2022-09-19 00:00:00.000000,0,47,47,1,360
35019,45477131,2022-01-13 00:00:00.000000,0,70,70,2,1125
35020,50254843,2022-08-21 00:00:00.000000,0,65,65,1,1125
35021,14780607,2022-05-29 00:00:00.000000,1,118,118,2,1125
35022,40413840,2022-08-31 00:00:00.000000,1,79,79,1,1125
35023,52535670,2022-12-23 00:00:00.000000,1,85,85,1,1125
35024,35379310,2022-01-13 00:00:00.000000,1,60,60,1,1125
35025,37925930,2022-08-16 00:00:00.000000,0,75,75,5,1125
35026,44131326,2022-07-22 00:00:00.000000,1,124,124,1,1125
35027,11052512,2022-01-15 00:00:00.000000,1,199,199,2,1125
35028,27654970,2022-04-25 00:00:00.000000,1,150,150,2,1125
35029,39905365,2022-08-30 00:00:00.000000,1,40,40,13,1125
35030,52785720,2022-10-04 00:00:00.000000,1,59,59,1,10
35031,14905174,2022-09-13 00:00:00.000000,1,30,30,4,90
35032,42679912,2022-05-22 00:00:00.000000,0,52,52,2,1125
35033,53474059,2022-11-19 00:00:00.000000,1,129,129,1,10
35034,52314420,2022-08-10 00:00:00.000000,1,64,64,1,10
35035,13799108,2022-02-10 00:00:00.000000,0,87,87,60,1125
35036,29196408,2022-09-05 00:00:00.000000,0,105,105,1,1125
35037,45767353,2022-07-29 00:00:00.000000,1,100,100,2,1125
35038,43685101,2022-02-06 00:00:00.000000,1,120,120,1,1125
35039,23444238,2022-12-17 00:00:00.000000,1,95,95,1,1125
35040,39043040,2022-12-02 00:00:00.000000,1,80,80,2,1125
35041,40793657,2022-07-29 00:00:00.000000,1,149,149,1,13
35042,36612160,2022-09-23 00:00:00.000000,0,40,40,90,1125
35043,51236529,2022-09-09 00:00:00.000000,0,52,52,4,1125
35044,52368464,2022-10-23 00:00:00.000000,1,98,98,2,1125
35045,40793657,2022-11-24 00:00:00.000000,1,59,59,1,13
35046,43713237,2022-10-11 00:00:00.000000,1,65,65,5,1125
35047,40172994,2022-03-14 00:00:00.000000,1,49,49,1,21
35048,51283396,2022-07-07 00:00:00.000000,0,90,90,1,1125
35049,40517821,2022-07-27 00:00:00.000000,0,115,115,4,1125
35050,4980368,2022-10-12 00:00:00.000000,0,79,79,7,1125
35051,42679912,2022-08-13 00:00:00.000000,0,52,52,2,1125
35052,49660337,2022-05-24 00:00:00.000000,0,85,85,2,30
35053,11036503,2022-11-25 00:00:00.000000,1,120,120,1,1125
35054,41440889,2022-12-09 00:00:00.000000,0,130,130,3,1125
35055,52645856,2022-09-03 00:00:00.000000,1,119,119,30,1125
35056,44091608,2022-12-23 00:00:00.000000,0,62,62,2,1125
35057,52089122,2022-04-27 00:00:00.000000,0,85,85,3,365
35058,48744249,2022-08-14 00:00:00.000000,0,27,27,1,120
35059,35441361,2021-12-31 00:00:00.000000,0,119,119,1,13
35060,48607013,2022-11-19 00:00:00.000000,0,56,56,1,1125
35061,38919382,2022-07-06 00:00:00.000000,0,86,86,2,90
35062,5074616,2022-11-03 00:00:00.000000,1,85,85,30,1125
35063,38281297,2022-06-18 00:00:00.000000,1,150,150,1,1000
35064,49916750,2022-02-06 00:00:00.000000,1,90,90,1,999
35065,50790239,2022-07-30 00:00:00.000000,1,80,80,2,365
35066,27564444,2022-05-13 00:00:00.000000,0,80,80,7,90
35067,13020103,2022-10-15 00:00:00.000000,0,70,70,1,1125
35068,28062441,2022-07-24 00:00:00.000000,0,154,154,2,1125
35069,28693154,2022-01-27 00:00:00.000000,0,59,59,1,1125
35070,49337625,2022-04-04 00:00:00.000000,0,185,185,30,1125
35071,42579650,2022-07-21 00:00:00.000000,1,149,149,1,13
35072,53423668,2022-12-17 00:00:00.000000,1,55,55,20,1125
35073,14084973,2022-09-22 00:00:00.000000,0,95,95,1,1125
35074,41766119,2022-05-06 00:00:00.000000,0,50,50,1,365
35075,48126265,2022-03-17 00:00:00.000000,1,60,60,1,1
35076,46510737,2022-12-09 00:00:00.000000,1,21,21,1,1125
35077,49859956,2022-09-05 00:00:00.000000,0,60,60,3,1125
35078,50387306,2022-07-17 00:00:00.000000,1,79,79,3,365
35079,43775291,2022-04-05 00:00:00.000000,0,55,55,1,1125
35080,23755415,2021-12-31 00:00:00.000000,0,59,59,1,1125
35081,51304062,2022-08-02 00:00:00.000000,1,64,64,1,1125
35082,39572996,2022-06-29 00:00:00.000000,1,163,163,1,1125
35083,48496645,2022-04-28 00:00:00.000000,0,79,79,2,1125
35084,7443226,2022-03-13 00:00:00.000000,1,99,99,1,1125
35085,42788327,2022-06-13 00:00:00.000000,0,56,56,1,1125
35086,49764921,2022-11-24 00:00:00.000000,1,59,59,1,21
35087,50261976,2022-11-19 00:00:00.000000,0,50,50,2,1125
35088,51397319,2022-07-06 00:00:00.000000,0,105,105,1,1125
35089,45859043,2022-04-14 00:00:00.000000,1,90,90,2,1125
35090,40499255,2022-05-21 00:00:00.000000,0,100,100,4,1125
35091,37025979,2022-07-12 00:00:00.000000,0,135,135,3,15
35092,46219715,2022-03-08 00:00:00.000000,1,249,249,1,1125
35093,17835464,2022-11-12 00:00:00.000000,0,59,59,2,730
35094,53929354,2022-02-26 00:00:00.000000,1,90,90,1,365
35095,23558021,2022-02-22 00:00:00.000000,0,17,17,1,3
35096,44367871,2022-07-12 00:00:00.000000,1,89,89,30,1125
35097,32971329,2022-05-07 00:00:00.000000,1,220,220,3,365
35098,13350400,2022-01-16 00:00:00.000000,0,75,75,2,1125
35099,46490089,2022-10-03 00:00:00.000000,1,75,75,1,1125
35100,33215914,2022-10-15 00:00:00.000000,1,89,89,14,1125
35101,41926978,2022-04-12 00:00:00.000000,1,50,50,30,365
35102,38282034,2022-11-25 00:00:00.000000,1,150,150,1,1125
35103,51437805,2022-08-09 00:00:00.000000,0,45,45,2,30
35104,20720825,2022-08-30 00:00:00.000000,1,50,50,30,1125
35105,21464203,2022-08-08 00:00:00.000000,0,40,40,1,1125
35106,30451449,2022-06-25 00:00:00.000000,0,180,180,2,1125
35107,639013,2022-02-23 00:00:00.000000,0,85,85,2,4
35108,11036503,2022-04-07 00:00:00.000000,1,100,100,1,1125
35109,46044460,2022-08-18 00:00:00.000000,0,90,90,5,8
35110,35419492,2022-09-02 00:00:00.000000,1,110,110,2,30
35111,51442256,2022-09-12 00:00:00.000000,1,160,144,2,365
35112,36099404,2022-08-07 00:00:00.000000,1,64,64,1,21
35113,24061317,2022-09-19 00:00:00.000000,1,89,89,1,1125
35114,40499255,2022-07-13 00:00:00.000000,0,90,90,4,1125
35115,45999881,2022-04-03 00:00:00.000000,1,80,80,4,1125
35116,12247552,2022-11-01 00:00:00.000000,1,89,89,2,90
35117,45857689,2022-04-30 00:00:00.000000,1,85,85,2,1125
35118,9582616,2022-11-09 00:00:00.000000,0,69,69,2,365
35119,53093041,2022-11-16 00:00:00.000000,1,55,55,1,1125
35120,26298543,2022-04-15 00:00:00.000000,1,55,55,2,3
35121,53638181,2022-01-03 00:00:00.000000,1,55,55,1,1125
35122,45082632,2022-11-10 00:00:00.000000,1,192,192,1,1000
35123,44131326,2022-01-10 00:00:00.000000,1,120,120,1,1125
35124,49266030,2022-07-01 00:00:00.000000,0,60,60,2,1125
35125,50455820,2022-03-21 00:00:00.000000,1,98,98,1,1125
35126,48516057,2022-05-07 00:00:00.000000,1,89,89,2,1125
35127,50530957,2022-01-27 00:00:00.000000,0,59,59,2,365
35128,40985461,2022-11-27 00:00:00.000000,0,55,55,1,1125
35129,25148862,2022-09-03 00:00:00.000000,1,180,180,1,4
35130,52304371,2022-04-29 00:00:00.000000,1,90,90,14,365
35131,52663090,2022-04-30 00:00:00.000000,1,250,250,1,1125
35132,40411035,2022-06-23 00:00:00.000000,1,49,49,1,13
35133,52176647,2022-01-04 00:00:00.000000,0,75,75,1,1125
35134,49666839,2022-05-28 00:00:00.000000,0,80,80,10,365
35135,224682,2022-07-16 00:00:00.000000,1,94,94,2,30
35136,43741484,2022-02-20 00:00:00.000000,0,30,30,14,35
35137,224682,2022-09-01 00:00:00.000000,1,85,85,2,30
35138,9911713,2022-01-13 00:00:00.000000,1,35,35,1,1125
35139,19861514,2022-02-27 00:00:00.000000,1,49,49,2,1125
35140,15768383,2022-03-17 00:00:00.000000,1,137,137,1,1000
35141,53523636,2021-12-29 00:00:00.000000,0,30,30,1,1125
35142,19861514,2022-01-06 00:00:00.000000,0,49,49,2,1125
35143,15768383,2022-06-29 00:00:00.000000,1,137,137,1,1000
35144,39644430,2022-06-28 00:00:00.000000,0,46,46,1,1125
35145,29565513,2022-09-02 00:00:00.000000,0,79,79,4,1125
35146,34294000,2022-05-09 00:00:00.000000,0,60,60,3,1125
35147,8491381,2022-09-20 00:00:00.000000,0,55,55,2,2
35148,41241299,2022-02-07 00:00:00.000000,0,65,65,5,1125
35149,18574566,2022-09-07 00:00:00.000000,1,90,90,14,365
35150,31055825,2022-02-27 00:00:00.000000,1,90,90,2,5
35151,28808356,2022-08-24 00:00:00.000000,1,82,82,3,1125
35152,41766119,2022-09-28 00:00:00.000000,0,50,50,1,365
35153,41616815,2022-08-20 00:00:00.000000,0,100,100,5,1125
35154,6418099,2022-08-23 00:00:00.000000,1,48,48,3,1125
35155,36099404,2022-08-30 00:00:00.000000,1,64,64,1,21
35156,4322521,2022-03-30 00:00:00.000000,1,127,127,2,1125
35157,49765353,2022-03-10 00:00:00.000000,1,49,49,1,21
35158,42550410,2022-07-05 00:00:00.000000,1,64,64,1,21
35159,53071848,2022-11-07 00:00:00.000000,1,70,70,1,365
35160,28808213,2022-04-19 00:00:00.000000,1,112,112,3,1125
35161,42830084,2022-01-03 00:00:00.000000,0,65,65,1,1125
35162,35246295,2022-10-27 00:00:00.000000,0,100,100,2,7
35163,52191272,2022-10-03 00:00:00.000000,0,55,55,1,5
35164,41924600,2022-09-23 00:00:00.000000,0,48,48,1,1125
35165,35086421,2022-02-24 00:00:00.000000,0,40,40,1,4
35166,28621534,2022-08-11 00:00:00.000000,0,79,79,1,1125
35167,40447103,2022-04-28 00:00:00.000000,0,39,39,1,1125
35168,24596945,2022-04-03 00:00:00.000000,0,50,50,1,1125
35169,45111248,2022-06-11 00:00:00.000000,0,213,213,1,1125
35170,53071111,2022-01-13 00:00:00.000000,1,55,55,1,1125
35171,24961581,2022-11-27 00:00:00.000000,1,70,70,2,1125
35172,51397319,2022-05-10 00:00:00.000000,1,105,105,1,1125
35173,50714442,2022-08-02 00:00:00.000000,1,69,69,1,365
35174,49174407,2022-04-19 00:00:00.000000,0,156,156,2,1125
35175,44672289,2022-03-24 00:00:00.000000,1,200,200,2,30
35176,49458243,2022-10-18 00:00:00.000000,1,295,295,2,1125
35177,48522200,2022-08-19 00:00:00.000000,1,65,65,14,1125
35178,46364531,2022-02-11 00:00:00.000000,1,207,207,2,1125
35179,36660088,2022-04-06 00:00:00.000000,0,95,95,2,30
35180,39891513,2022-03-13 00:00:00.000000,0,90,90,1,1125
35181,42325792,2022-11-22 00:00:00.000000,0,65,65,2,1125
35182,40390493,2022-10-08 00:00:00.000000,1,69,69,1,1125
35183,48416238,2022-06-11 00:00:00.000000,1,129,129,1,13
35184,51134319,2022-09-13 00:00:00.000000,1,250,250,2,1125
35185,26193437,2022-02-14 00:00:00.000000,0,90,90,2,30
35186,26578804,2022-02-04 00:00:00.000000,1,38,38,2,31
35187,43575983,2022-06-02 00:00:00.000000,0,26,26,1,4
35188,891907,2022-02-17 00:00:00.000000,1,195,195,3,1125
35189,47940513,2022-07-03 00:00:00.000000,1,80,80,2,1125
35190,43774378,2022-04-25 00:00:00.000000,1,64,64,1,1125
35191,21861265,2022-11-24 00:00:00.000000,1,150,150,7,60
35192,44131326,2022-09-27 00:00:00.000000,1,132,132,1,1125
35193,8959933,2022-02-03 00:00:00.000000,0,65,65,14,1125
35194,42032279,2022-04-16 00:00:00.000000,1,48,48,1,1125
35195,48198440,2022-06-24 00:00:00.000000,0,145,145,2,1125
35196,31811997,2022-06-11 00:00:00.000000,0,100,100,2,31
35197,35779920,2022-06-30 00:00:00.000000,0,100,100,1,1125
35198,34807446,2022-02-09 00:00:00.000000,0,98,98,2,1125
35199,8104534,2021-12-26 00:00:00.000000,0,36,36,2,1125
35200,51797301,2022-06-03 00:00:00.000000,0,105,105,1,7
35201,772842,2022-04-13 00:00:00.000000,1,75,75,1,1125
35202,52860177,2022-03-08 00:00:00.000000,0,90,90,2,1125
35203,48818125,2022-04-03 00:00:00.000000,0,92,92,1,1125
35204,31277746,2022-02-24 00:00:00.000000,0,35,35,1,1125
35205,28363835,2022-06-30 00:00:00.000000,1,99,99,30,1125
35206,49465982,2022-01-01 00:00:00.000000,0,67,67,10,1125
35207,36068325,2022-06-16 00:00:00.000000,0,75,75,14,1125
35208,10865022,2022-01-19 00:00:00.000000,0,69,69,3,1125
35209,16291478,2022-02-17 00:00:00.000000,1,150,150,2,1125
35210,6659457,2022-08-23 00:00:00.000000,1,89,89,2,1125
35211,18351730,2022-04-09 00:00:00.000000,1,100,100,2,1125
35212,45082632,2022-11-07 00:00:00.000000,1,170,170,1,1000
35213,49121142,2022-02-04 00:00:00.000000,0,85,85,1,85
35214,345959,2022-01-06 00:00:00.000000,0,60,60,3,90
35215,5047962,2022-06-13 00:00:00.000000,1,60,60,1,1125
35216,42791559,2022-03-28 00:00:00.000000,1,70,70,2,1125
35217,40345757,2022-05-11 00:00:00.000000,1,149,149,2,1125
35218,4332020,2022-05-04 00:00:00.000000,0,50,50,1,14
35219,23524053,2022-06-28 00:00:00.000000,1,55,55,1,1125
35220,6000928,2022-09-14 00:00:00.000000,0,135,135,1,1125
35221,26351917,2022-10-21 00:00:00.000000,1,50,50,1,1125
35222,991824,2022-03-26 00:00:00.000000,1,77,77,1,1125
35223,11594953,2022-02-05 00:00:00.000000,1,100,100,1,1125
35224,44398216,2022-04-29 00:00:00.000000,0,40,40,1,1125
35225,35303380,2022-06-25 00:00:00.000000,0,62,62,2,362
35226,52785452,2022-01-26 00:00:00.000000,1,49,49,1,10
35227,2682808,2022-04-03 00:00:00.000000,1,30,30,1,1125
35228,49895007,2022-02-11 00:00:00.000000,1,110,110,1,999
35229,991824,2022-04-06 00:00:00.000000,1,77,77,1,1125
35230,35782205,2022-09-02 00:00:00.000000,1,119,119,14,1000
35231,24486262,2022-02-24 00:00:00.000000,1,50,50,2,1125
35232,52314158,2022-08-09 00:00:00.000000,1,64,64,1,10
35233,7027563,2022-01-25 00:00:00.000000,0,55,55,2,1125
35234,50193682,2022-01-26 00:00:00.000000,0,50,50,2,1125
35235,35218442,2022-12-12 00:00:00.000000,0,70,70,2,10
35236,49916750,2022-04-21 00:00:00.000000,1,90,90,1,999
35237,50788160,2022-05-17 00:00:00.000000,0,78,78,1,1125
35238,50193682,2022-10-08 00:00:00.000000,0,50,50,2,1125
35239,40396720,2022-03-01 00:00:00.000000,1,125,125,1,1125
35240,39746037,2022-08-21 00:00:00.000000,0,45,45,2,14
35241,37222413,2022-07-19 00:00:00.000000,1,53,53,1,2
35242,36660088,2022-06-03 00:00:00.000000,0,120,120,2,30
35243,2133274,2022-06-04 00:00:00.000000,1,80,80,1,1125
35244,44660276,2022-12-02 00:00:00.000000,0,80,80,1,1125
35245,46893232,2022-11-29 00:00:00.000000,1,59,59,1,21
35246,34851379,2021-12-26 00:00:00.000000,0,120,120,1,6
35247,42192155,2022-02-28 00:00:00.000000,1,48,48,3,1125
35248,813969,2022-11-22 00:00:00.000000,1,205,205,1,1125
35249,49717768,2022-12-11 00:00:00.000000,1,60,60,7,1125
35250,49813925,2022-05-22 00:00:00.000000,0,88,88,1,10
35251,40412786,2022-02-03 00:00:00.000000,1,75,75,2,1125
35252,43601326,2022-09-18 00:00:00.000000,0,180,180,2,1125
35253,8514381,2021-12-30 00:00:00.000000,0,75,75,2,1125
35254,34621717,2022-08-20 00:00:00.000000,0,81,81,2,1125
35255,40827672,2022-10-26 00:00:00.000000,1,110,110,2,35
35256,40860344,2022-12-04 00:00:00.000000,0,80,80,7,30
35257,48436742,2022-04-06 00:00:00.000000,0,90,90,1,120
35258,10170353,2022-09-11 00:00:00.000000,1,147,147,2,1125
35259,31463408,2022-12-18 00:00:00.000000,1,50,50,2,1125
35260,37792685,2022-02-02 00:00:00.000000,1,95,95,2,1125
35261,35063134,2022-02-23 00:00:00.000000,0,49,49,30,210
35262,26351917,2022-05-03 00:00:00.000000,1,50,50,1,1125
35263,51170770,2022-04-16 00:00:00.000000,1,129,129,1,1125
35264,45305650,2022-02-25 00:00:00.000000,0,75,75,1,1125
35265,49744202,2022-11-22 00:00:00.000000,1,59,59,1,21
35266,51204968,2022-11-02 00:00:00.000000,0,47,47,1,1125
35267,45858301,2022-07-08 00:00:00.000000,0,90,90,2,1125
35268,39713572,2022-06-03 00:00:00.000000,0,90,90,2,14
35269,13426813,2022-07-17 00:00:00.000000,1,59,59,2,1125
35270,48635120,2022-12-05 00:00:00.000000,1,85,85,1,1125
35271,50394777,2022-07-23 00:00:00.000000,0,79,79,5,1125
35272,50019564,2022-11-26 00:00:00.000000,0,95,95,2,1125
35273,36660088,2022-12-18 00:00:00.000000,0,95,95,2,30
35274,50972543,2022-01-20 00:00:00.000000,0,48,48,2,365
35275,25532901,2022-08-09 00:00:00.000000,0,86,86,2,90
35276,53397246,2022-04-25 00:00:00.000000,0,95,95,1,5
35277,24061523,2022-06-03 00:00:00.000000,0,100,100,6,1125
35278,33005836,2022-01-15 00:00:00.000000,1,102,102,1,1125
35279,53183954,2022-05-28 00:00:00.000000,1,87,87,28,365
35280,5575185,2022-10-24 00:00:00.000000,1,115,115,2,1125
35281,41609768,2022-08-16 00:00:00.000000,0,58,58,5,1125
35282,39578032,2021-12-31 00:00:00.000000,0,119,119,1,13
35283,42263835,2022-03-28 00:00:00.000000,1,39,39,1,1125
35284,39891513,2022-01-30 00:00:00.000000,0,90,90,1,1125
35285,28693154,2022-03-03 00:00:00.000000,1,65,65,1,1125
35286,49380967,2022-04-26 00:00:00.000000,1,124,124,1,1125
35287,53825194,2022-06-09 00:00:00.000000,1,33,33,1,14
35288,11054989,2022-01-29 00:00:00.000000,0,120,120,1,1125
35289,22404084,2022-09-19 00:00:00.000000,0,135,135,1,1125
35290,28363835,2022-11-03 00:00:00.000000,1,99,99,30,1125
35291,46936976,2022-02-14 00:00:00.000000,0,80,80,7,365
35292,43957037,2022-08-19 00:00:00.000000,1,783,705,1,1125
35293,44202777,2022-10-15 00:00:00.000000,0,110,110,3,1125
35294,10604260,2022-10-22 00:00:00.000000,1,70,70,1,1125
35295,27930363,2022-12-03 00:00:00.000000,1,310,310,2,30
35296,31064604,2022-03-22 00:00:00.000000,0,50,50,5,1125
35297,52215131,2022-04-13 00:00:00.000000,1,52,49,1,365
35298,41126457,2022-12-06 00:00:00.000000,1,59,59,1,13
35299,51955913,2022-07-11 00:00:00.000000,0,85,85,2,1125
35300,50210722,2022-07-29 00:00:00.000000,0,23,23,2,1125
35301,42192155,2022-12-12 00:00:00.000000,1,48,48,3,1125
35302,30414744,2022-06-06 00:00:00.000000,1,82,82,3,1125
35303,6004053,2022-04-17 00:00:00.000000,0,20,20,10,1125
35304,33192413,2022-06-23 00:00:00.000000,0,34,34,1,1125
35305,49539286,2022-07-05 00:00:00.000000,0,37,37,19,1125
35306,7649576,2022-12-11 00:00:00.000000,1,119,119,2,16
35307,38271062,2022-09-09 00:00:00.000000,0,275,261,2,1125
35308,52853122,2022-10-20 00:00:00.000000,1,229,229,2,28
35309,43227407,2022-02-26 00:00:00.000000,0,80,80,2,1125
35310,49764708,2022-05-14 00:00:00.000000,1,100,100,1,365
35311,19311990,2022-09-27 00:00:00.000000,1,99,99,2,99
35312,26330337,2022-02-18 00:00:00.000000,0,60,60,14,1125
35313,37774768,2022-05-17 00:00:00.000000,1,125,125,1,1125
35314,41056032,2022-09-08 00:00:00.000000,0,120,120,2,1125
35315,46211525,2022-07-03 00:00:00.000000,0,55,55,7,90
35316,35379310,2022-01-19 00:00:00.000000,1,60,60,1,1125
35317,40794159,2022-12-10 00:00:00.000000,1,129,129,1,13
35318,40663725,2022-06-22 00:00:00.000000,1,130,130,1,365
35319,13799108,2022-08-16 00:00:00.000000,0,87,87,60,1125
35320,35726397,2022-08-30 00:00:00.000000,1,70,70,3,14
35321,35379310,2022-03-09 00:00:00.000000,1,60,60,1,1125
35322,36870874,2022-06-10 00:00:00.000000,1,76,76,2,1125
35323,17783689,2022-03-09 00:00:00.000000,1,25,25,2,14
35324,22760259,2022-08-12 00:00:00.000000,1,60,60,2,1125
35325,51301468,2022-08-14 00:00:00.000000,1,64,64,1,1125
35326,35086421,2022-01-21 00:00:00.000000,0,40,40,1,4
35327,51421663,2022-06-25 00:00:00.000000,0,195,195,2,1125
35328,40499255,2022-05-27 00:00:00.000000,0,100,100,4,1125
35329,45780430,2021-12-26 00:00:00.000000,0,85,85,2,1125
35330,52016376,2022-12-24 00:00:00.000000,1,255,255,1,1125
35331,40752802,2022-11-12 00:00:00.000000,1,471,471,1,1125
35332,47287486,2022-04-01 00:00:00.000000,0,59,59,2,1125
35333,53476242,2022-10-09 00:00:00.000000,1,59,59,1,1125
35334,42787047,2022-01-20 00:00:00.000000,0,72,72,5,1125
35335,19028126,2022-03-31 00:00:00.000000,0,95,95,2,1125
35336,5096851,2022-10-13 00:00:00.000000,0,75,75,1,7
35337,4017995,2022-07-02 00:00:00.000000,0,80,80,2,7
35338,53253007,2022-04-21 00:00:00.000000,1,90,90,1,1125
35339,9299137,2022-10-03 00:00:00.000000,1,109,109,1,1125
35340,53810045,2022-07-10 00:00:00.000000,0,160,160,2,1125
35341,40101542,2022-10-27 00:00:00.000000,0,91,91,2,1125
35342,42067396,2022-06-15 00:00:00.000000,0,44,44,2,1125
35343,49847217,2022-04-09 00:00:00.000000,0,100,100,1,1125
35344,39403196,2022-11-16 00:00:00.000000,1,85,85,1,1125
35345,27567210,2022-11-17 00:00:00.000000,0,75,75,2,1125
35346,49645458,2022-03-27 00:00:00.000000,0,99,99,2,1125
35347,39891513,2022-10-08 00:00:00.000000,0,90,90,1,1125
35348,44509937,2022-05-03 00:00:00.000000,1,82,82,1,1125
35349,51263730,2022-08-12 00:00:00.000000,0,79,79,4,1125
35350,12839266,2022-04-05 00:00:00.000000,0,199,199,2,32
35351,15878210,2022-03-31 00:00:00.000000,0,60,60,2,1000
35352,33005778,2022-05-07 00:00:00.000000,1,131,131,1,1125
35353,49608085,2022-04-12 00:00:00.000000,1,66,66,1,365
35354,22169539,2022-07-05 00:00:00.000000,1,420,420,15,1125
35355,52315813,2022-09-14 00:00:00.000000,1,59,59,1,10
35356,29565513,2022-10-18 00:00:00.000000,0,79,79,4,1125
35357,2230592,2022-12-03 00:00:00.000000,0,65,65,1,1125
35358,50581705,2022-09-12 00:00:00.000000,1,50,50,4,7
35359,36937227,2022-02-09 00:00:00.000000,1,90,90,1,999
35360,53246317,2022-07-01 00:00:00.000000,0,52,52,2,1125
35361,52342377,2022-10-21 00:00:00.000000,0,21,21,4,1125
35362,31438714,2022-06-19 00:00:00.000000,0,104,104,2,1125
35363,51504108,2022-03-04 00:00:00.000000,1,275,275,1,1125
35364,49604220,2022-06-12 00:00:00.000000,1,198,198,2,1125
35365,51283396,2022-05-19 00:00:00.000000,0,90,90,1,1125
35366,38255134,2022-05-24 00:00:00.000000,0,230,230,1,30
35367,53170851,2022-05-04 00:00:00.000000,1,155,116,2,365
35368,3518676,2022-05-29 00:00:00.000000,1,95,95,2,1125
35369,50988659,2022-11-28 00:00:00.000000,0,120,120,5,1125
35370,52315813,2022-12-16 00:00:00.000000,1,129,129,1,10
35371,51280338,2022-02-08 00:00:00.000000,1,36,36,1,365
35372,43877035,2022-06-25 00:00:00.000000,0,149,149,1,1125
35373,16228171,2021-12-26 00:00:00.000000,0,100,100,30,1125
35374,39764990,2022-04-15 00:00:00.000000,0,50,50,4,1125
35375,42806260,2022-01-01 00:00:00.000000,1,77,77,1,1125
35376,13027951,2022-01-09 00:00:00.000000,0,100,100,1,1125
35377,12693565,2022-08-29 00:00:00.000000,1,89,89,90,1124
35378,51171172,2022-02-12 00:00:00.000000,1,129,129,1,1125
35379,36503455,2022-05-10 00:00:00.000000,1,120,120,1,1125
35380,13020103,2022-09-23 00:00:00.000000,0,70,70,1,1125
35381,52568642,2022-08-06 00:00:00.000000,1,75,75,2,365
35382,48388987,2022-03-16 00:00:00.000000,1,49,49,1,13
35383,47940513,2022-05-18 00:00:00.000000,1,80,80,2,1125
35384,36961012,2022-10-20 00:00:00.000000,0,116,116,1,999
35385,4322521,2022-11-21 00:00:00.000000,1,127,114,2,1125
35386,27831628,2022-10-21 00:00:00.000000,0,78,78,2,1125
35387,19989893,2022-10-04 00:00:00.000000,0,75,75,5,1125
35388,44360021,2022-05-25 00:00:00.000000,0,49,49,1,1125
35389,35191921,2022-02-23 00:00:00.000000,1,57,54,1,1125
35390,41373715,2022-06-30 00:00:00.000000,1,64,64,1,13
35391,50511966,2022-02-14 00:00:00.000000,0,58,58,29,90
35392,44653964,2022-01-20 00:00:00.000000,0,95,95,1,999
35393,51797301,2022-11-02 00:00:00.000000,0,105,105,1,7
35394,44654108,2022-12-22 00:00:00.000000,0,1000,1000,1,999
35395,22993422,2022-07-16 00:00:00.000000,0,62,62,2,1125
35396,45854614,2022-06-13 00:00:00.000000,1,115,115,4,1125
35397,2133274,2022-02-21 00:00:00.000000,1,80,80,1,1125
35398,26774974,2022-03-10 00:00:00.000000,1,85,85,7,1125
35399,50897474,2022-10-30 00:00:00.000000,0,120,120,1,1125
35400,44086802,2022-09-26 00:00:00.000000,0,74,74,2,1125
35401,49264772,2022-09-03 00:00:00.000000,1,67,67,3,1125
35402,20825768,2022-07-17 00:00:00.000000,1,225,225,3,99
35403,42308673,2022-05-01 00:00:00.000000,0,75,75,2,1125
35404,39728310,2022-06-20 00:00:00.000000,1,65,65,2,1125
35405,44236595,2022-11-05 00:00:00.000000,0,250,250,1,1125
35406,13799108,2022-07-19 00:00:00.000000,0,87,87,60,1125
35407,22708143,2022-09-25 00:00:00.000000,0,500,500,100,1125
35408,45201486,2022-12-21 00:00:00.000000,1,130,130,1,2
35409,15217689,2022-09-13 00:00:00.000000,0,35,35,1,1125
35410,50538982,2022-08-22 00:00:00.000000,0,50,50,1,360
35411,50132595,2022-07-11 00:00:00.000000,1,300,300,3,1125
35412,33215432,2022-09-08 00:00:00.000000,1,89,89,14,1125
35413,45328598,2022-07-24 00:00:00.000000,1,82,82,2,1125
35414,16630701,2022-08-24 00:00:00.000000,1,130,130,1,1125
35415,26464842,2022-08-30 00:00:00.000000,0,55,55,2,1125
35416,48416471,2022-07-01 00:00:00.000000,1,139,139,1,13
35417,17783689,2022-08-04 00:00:00.000000,0,27,27,2,14
35418,36941463,2022-05-29 00:00:00.000000,1,75,75,3,1125
35419,43396485,2022-11-10 00:00:00.000000,0,30,30,1,1125
35420,49429537,2022-05-09 00:00:00.000000,1,95,95,1,999
35421,49539286,2022-12-09 00:00:00.000000,0,36,36,19,1125
35422,24061523,2022-06-25 00:00:00.000000,0,100,100,6,1125
35423,44653964,2022-06-04 00:00:00.000000,0,235,235,1,999
35424,36687566,2022-10-11 00:00:00.000000,0,65,65,10,10
35425,49764921,2022-01-16 00:00:00.000000,1,49,49,1,21
35426,37730967,2022-02-25 00:00:00.000000,0,60,60,1,1125
35427,42619958,2022-08-17 00:00:00.000000,0,67,67,2,14
35428,52910600,2022-10-29 00:00:00.000000,1,35,35,2,365
35429,47248319,2022-02-01 00:00:00.000000,1,65,65,1,1125
